Student ID,Name,Age,Gender,Attendance,Participation,CS101A,CS102A,CS103A,CS104A,CS105A,CS106A,CS107A,CS108A,CS109A,CS1010A,CS1011A,CS1012A,CS1013A,CS1014A,CS1015A,CS1016A,CS1017A,CS1018A,CS1019A,CS1020A,CS1021A,CS1022A,CS1023A,CS1024A,CS1025A,CS1026A,CS1027A,CS1028A,CS1029A,CS1030A,CS1031A,CS1032A,CS1033A,CS1034A,CS1035A,CS1036A,CS1037A,CS1038A,CS1039A,CS1040A,CGPA
ST-40548,CJOLYAL,19,Female,71.63383362,51.91927476,A,B,B,B,B,C,C,E,D,E,C,B,C,D,C,C,B,E,C,D,A,E,B,B,B,A,D,C,B,B,A,E,B,D,A,C,B,D,B,E,2.225
ST-09217,RRYESHD,23,Female,76.58499187,70.53170863,A,C,D,D,C,C,D,D,B,B,D,A,A,B,D,A,B,D,D,A,C,A,D,D,A,A,B,D,D,A,A,C,D,A,D,D,B,A,A,D,2.4
ST-56174,SKXSDBS,20,Female,78.93333775,67.90171645,A,A,B,A,D,A,D,A,D,C,B,D,B,C,B,B,D,A,B,C,B,A,B,A,B,B,A,D,B,D,B,D,B,A,A,A,C,D,D,D,2.65
ST-66245,ZLBWAWH,19,Female,71.14909188,81.78158218,D,C,D,B,A,D,A,C,A,D,C,B,D,C,C,D,C,B,C,C,C,C,C,C,C,C,A,D,C,C,B,D,C,D,A,A,A,B,B,A,2.325
ST-32274,TRREZFX,21,Male,68.94785159,85.39136333,C,B,A,B,C,A,D,C,B,B,C,C,B,C,B,C,C,C,A,C,D,A,B,C,D,B,A,C,A,D,A,C,B,B,C,A,B,A,D,D,2.575
ST-59059,XYIRSKM,18,Male,64.6169032,62.55029206,E,B,B,E,B,A,A,C,A,B,A,E,D,E,E,B,A,A,D,D,A,E,D,B,E,C,B,E,A,B,E,B,A,D,B,D,C,E,E,A,2.188
ST-92202,HZUJXRH,21,Male,56.93718717,65.08559412,B,C,D,E,A,A,B,D,D,A,C,D,C,C,E,C,E,A,E,D,B,A,E,B,D,D,A,A,A,B,D,A,D,C,A,E,A,B,A,D,2.275
ST-17784,HVMMOPZ,19,Male,93.57825829,53.39805829,A,A,C,A,A,C,B,C,D,A,D,D,B,B,D,A,B,B,D,C,A,D,D,A,D,B,A,C,B,B,D,C,C,B,D,D,A,B,A,B,2.55
ST-59259,RXDWSSW,21,Male,63.56925766,95.4378102,C,A,A,C,B,B,A,D,B,B,B,A,D,B,B,D,A,C,D,C,B,D,D,A,A,C,B,C,D,C,A,B,C,A,D,C,D,B,A,C,2.55
ST-01817,NCLMHEN,22,Female,72.13932254,74.24427244,C,A,D,A,C,C,A,C,A,D,C,B,B,A,B,D,B,D,B,C,C,A,D,D,D,B,C,D,C,B,A,B,D,A,C,D,A,D,A,D,2.4
ST-71159,OABQKVV,26,Male,54.18140729,91.09939629,B,D,C,A,C,D,B,B,A,C,D,A,D,B,B,D,B,B,C,D,C,A,B,B,D,B,A,A,A,C,D,C,A,C,A,A,C,C,B,D,2.55
ST-30715,SMCMENG,22,Male,75.29525782,53.93191639,B,C,A,D,C,D,C,A,D,B,A,B,E,B,D,C,D,E,E,C,B,A,C,C,A,B,B,C,D,E,E,A,C,D,A,D,E,C,B,B,2.15
ST-16854,OLIXRVR,19,Male,53.25869601,83.04688772,C,A,A,E,B,D,C,E,B,D,A,A,A,C,B,E,A,E,B,E,A,E,C,A,B,C,D,E,A,A,C,E,C,A,A,C,B,C,A,A,2.475
ST-78060,DOTZORC,22,Female,97.14873378,70.45805221,B,B,C,B,B,A,A,A,A,C,C,A,A,A,A,C,B,B,B,A,B,C,B,B,B,B,C,C,B,C,C,B,C,B,A,B,B,A,B,C,3
ST-74254,SFBRQJI,24,Male,74.94827231,65.82325425,A,B,C,D,A,A,D,C,A,D,B,B,B,B,D,A,B,D,A,B,C,D,B,A,D,C,C,A,A,B,A,C,C,C,C,B,B,A,C,B,2.675
ST-37659,TGSMDHN,22,Male,73.29385539,81.10845591,C,C,A,A,D,C,B,D,B,D,C,A,B,C,D,A,A,B,C,B,C,A,A,B,D,D,A,A,A,A,A,D,D,D,C,D,D,B,C,C,2.5
ST-13002,WFRFGXI,19,Female,82.94478867,66.66631605,B,B,B,D,C,D,C,D,A,C,B,B,C,D,B,C,A,B,C,C,C,D,B,B,D,B,B,A,B,A,B,B,B,B,B,C,A,A,A,A,2.675
ST-62225,VNRPDGU,25,Female,95.57025709,96.11596543,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A,B,A,3.625
ST-99611,QOLYPHS,24,Female,61.77564994,74.70278142,B,E,A,D,D,C,A,D,B,A,A,A,C,E,D,B,B,A,A,E,A,D,B,C,C,A,E,C,D,C,E,B,A,D,D,A,B,A,A,E,2.4
ST-55648,DSOUJAN,25,Female,92.67322949,74.14529057,C,B,C,A,A,A,A,B,C,C,C,A,C,C,B,B,A,C,B,A,A,A,A,B,A,B,C,B,B,C,A,B,A,B,A,A,C,A,C,B,3.1
ST-97893,PTGYBQE,23,Male,95.81744921,74.89274029,B,C,B,B,C,C,B,B,A,A,B,A,C,C,C,B,B,C,B,A,B,C,C,C,C,B,B,A,B,C,A,C,C,B,A,C,B,C,C,C,2.725
ST-48190,FLOHVGJ,18,Male,93.23307076,90.2168685,A,B,A,B,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,B,A,A,B,A,B,B,B,B,B,A,B,A,3.55
ST-09267,QMWIKKJ,21,Male,76.27636753,91.94434857,A,B,A,C,A,A,B,A,B,C,B,C,C,A,B,A,B,C,B,B,B,C,C,B,C,B,B,A,C,A,B,B,B,B,B,A,C,B,A,C,3
ST-88497,RKLBKPE,21,Female,92.78449852,56.30867018,B,B,D,D,C,C,D,A,C,A,C,A,C,B,A,C,C,B,A,A,D,B,D,C,B,A,A,A,A,D,D,A,B,D,D,D,A,C,A,B,2.6
ST-20283,GTSRTAV,22,Male,55.69371055,58.3975356,F,F,D,E,C,E,C,D,B,F,F,C,F,B,F,C,C,F,D,E,C,C,B,E,D,C,E,E,E,D,F,D,F,E,F,B,B,B,E,C,1.162
ST-88436,FTLZKRO,25,Female,68.38496348,69.06565884,B,D,E,E,C,B,B,E,B,A,D,E,B,D,D,D,D,A,C,C,E,B,A,A,C,C,E,B,C,E,A,D,A,D,C,C,C,B,D,D,1.988
ST-33155,QZHNSLI,21,Female,99.0877741,80.3802507,A,C,B,C,A,B,C,C,A,A,B,B,B,B,B,A,A,B,C,C,B,B,A,B,A,C,A,B,A,A,A,C,A,B,C,C,B,A,C,C,3.05
ST-83500,LKGCYNT,24,Female,90.2421201,60.23779008,A,B,A,A,B,C,A,A,A,A,B,D,D,C,D,D,D,A,D,B,B,C,B,C,A,A,D,A,D,C,C,D,B,B,D,D,D,A,A,C,2.55
ST-24741,TSEKMQQ,26,Female,64.71934057,72.33821972,E,A,C,C,D,E,A,B,B,D,B,A,C,E,A,B,D,A,A,C,B,B,D,D,B,C,D,B,C,A,D,B,C,B,C,E,A,E,B,C,2.312
ST-97943,OKSWNRY,21,Female,77.11675478,93.55912729,A,A,A,C,A,B,C,B,B,A,A,B,B,C,A,B,C,A,B,A,C,A,A,B,C,A,A,C,B,A,A,B,C,A,A,A,A,A,B,A,3.325
ST-98140,QBCXVVI,24,Male,59.57798542,83.87599268,B,A,C,C,B,A,C,D,C,A,B,B,B,D,C,A,B,C,D,B,A,C,D,D,D,D,A,D,D,D,D,A,C,C,B,C,D,A,A,D,2.325
ST-13151,JNCZAPR,19,Female,52.19966631,83.3919398,B,A,A,D,C,A,B,D,A,E,B,D,A,A,E,B,D,B,C,E,A,B,E,B,C,A,B,B,A,B,C,D,E,A,E,A,B,D,B,A,2.525
ST-85682,DKPHSZH,19,Male,56.38689748,50.5337183,B,F,E,F,D,C,B,D,C,F,F,F,F,C,F,E,C,D,B,C,C,C,D,B,F,D,F,B,D,E,B,E,B,D,E,C,F,E,C,C,1.275
ST-57401,NMDIKME,24,Male,66.44956032,98.72936717,C,A,C,C,A,B,A,B,A,C,B,B,A,C,B,C,A,B,A,A,C,B,A,B,B,C,C,C,A,B,B,C,B,C,A,C,A,C,C,B,2.925
ST-95307,LHZBWHD,23,Female,59.06556536,93.20942848,D,B,A,B,C,B,B,C,A,A,C,D,A,A,D,D,B,D,D,A,D,B,C,B,D,C,A,C,B,A,A,B,D,B,A,B,D,C,D,D,2.475
ST-82953,DQQXBSL,21,Male,81.3274328,74.3483288,A,B,B,B,C,C,C,B,C,C,D,D,A,D,C,A,C,B,A,B,B,C,A,B,C,C,B,A,B,D,D,C,B,A,C,B,A,C,A,C,2.625
ST-82960,CPQIWRA,20,Female,72.19156897,59.05976852,C,A,E,B,E,C,B,D,C,A,A,A,C,E,E,C,B,E,B,A,D,E,D,E,B,B,D,B,A,E,B,B,E,C,C,C,B,E,B,E,2.062
ST-59131,OBAQVFM,23,Male,82.83969066,83.09997577,A,C,C,C,C,C,B,A,A,C,B,A,C,C,A,A,B,B,C,C,C,B,B,B,C,A,C,B,C,A,B,C,A,A,B,C,B,B,A,C,2.85
ST-72132,IPAVBRN,21,Female,57.62050316,98.03425954,A,C,D,C,B,D,B,C,C,D,A,D,B,D,D,B,B,C,A,B,B,C,A,D,C,B,D,C,A,B,D,A,D,B,A,B,B,B,C,D,2.4
ST-50537,KNKIDGL,22,Female,77.40363038,67.78109293,D,B,B,A,C,C,D,C,C,C,C,B,D,B,A,A,A,D,C,D,D,B,B,C,D,B,A,D,C,D,D,C,C,C,B,C,A,A,B,A,2.375
ST-37497,CGADDCT,26,Male,75.29799002,63.13674217,E,B,D,E,C,B,A,A,E,C,B,B,C,C,A,C,C,A,E,C,B,B,A,B,B,B,D,D,C,E,E,C,D,A,D,C,B,E,E,A,2.175
ST-21994,LCLOLKL,24,Female,79.25746404,55.30332837,E,A,E,B,A,D,E,C,D,C,C,C,E,A,A,C,A,E,B,A,A,D,B,A,B,C,A,D,E,D,B,A,A,E,E,B,A,B,A,C,2.4
ST-04988,MYKRKYY,24,Female,90.60321899,96.92886566,A,A,B,A,A,B,A,A,B,B,A,A,A,B,A,B,B,B,A,A,A,A,B,A,A,B,A,B,B,B,A,A,A,A,A,A,A,B,A,A,3.65
ST-60500,RMXKVPM,24,Male,55.41362498,88.42722605,A,A,B,B,D,C,C,D,B,D,D,C,A,A,A,B,B,B,A,C,C,D,C,B,C,B,C,A,B,B,B,D,C,C,A,A,B,A,A,C,2.7
ST-78390,SKRLIYH,21,Male,83.83224431,83.66232125,B,A,C,C,A,B,B,C,C,A,A,A,B,B,B,A,A,A,B,B,A,C,B,A,C,A,B,A,B,B,C,B,A,C,A,C,B,B,C,B,3.1
ST-03405,OYXVXSR,21,Male,50.16020858,57.48873421,C,F,B,B,B,F,E,C,C,C,D,E,D,E,B,E,E,F,C,C,D,F,E,C,E,B,E,F,D,D,D,D,D,D,E,D,B,E,F,B,1.25
ST-94536,YTCRNOH,24,Male,96.03917254,79.46264526,B,C,C,B,C,A,B,B,C,A,C,A,A,A,B,A,A,B,C,A,C,A,A,A,C,A,C,C,B,C,B,A,B,B,A,B,A,A,C,A,3.125
ST-71008,CHGYZHF,21,Male,53.05407059,72.73272075,D,B,C,C,D,E,E,E,D,B,E,A,C,A,A,C,E,C,E,D,D,A,D,E,B,B,A,E,A,A,B,C,A,C,C,B,E,B,D,B,2.088
ST-81992,RPIVZOY,22,Female,64.6999694,85.16538178,C,D,D,C,D,C,D,D,C,D,C,C,C,D,D,C,B,B,C,B,C,D,D,B,D,A,A,B,B,D,B,B,A,A,B,C,D,A,A,B,2.225
ST-22047,QTJDDHQ,23,Male,62.73782773,50.46679219,F,B,B,D,B,C,F,D,D,F,F,F,D,D,E,B,E,B,F,C,F,C,E,F,B,F,C,D,F,C,D,E,F,D,E,D,B,C,E,C,1.175
ST-12739,RJZNVCH,26,Female,63.51753571,94.9193475,A,C,D,D,C,B,D,A,A,D,B,A,D,B,C,B,C,C,C,A,A,D,B,A,B,B,A,A,A,B,A,C,A,B,A,B,D,C,B,D,2.725
ST-55621,AKYOIFC,21,Male,97.98416054,86.62181167,B,B,A,A,B,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,B,B,B,A,B,A,A,B,A,B,B,A,A,A,B,B,B,A,A,A,3.525
ST-48505,FNLDDCE,26,Male,91.03384619,91.64495316,B,A,B,A,B,B,B,A,B,B,A,B,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,B,A,A,A,B,B,A,B,A,B,A,B,B,3.425
ST-44774,FSFKQTM,22,Male,57.88848795,89.910088,C,C,A,A,B,A,B,B,D,C,C,C,B,C,D,C,C,A,B,D,A,B,B,D,C,D,D,C,B,A,D,A,B,C,D,B,A,B,A,A,2.575
ST-42903,VLKFDUN,19,Female,87.16542051,94.33754572,A,B,B,B,A,A,A,A,B,B,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,B,A,B,A,B,B,A,A,A,B,B,A,A,B,A,3.6
ST-36875,ETHRPGK,20,Male,78.79326331,94.77217085,A,A,C,B,C,C,A,C,B,C,B,B,A,A,B,A,B,B,C,C,B,C,B,B,A,B,A,A,C,A,B,A,B,C,C,B,C,B,B,A,3
ST-74931,GDFELQE,20,Male,63.75174576,93.3673984,A,C,C,D,B,D,B,C,A,B,B,C,D,C,D,D,D,D,C,D,D,B,B,B,C,C,B,A,D,A,D,C,B,C,D,B,C,B,B,D,2.175
ST-40393,FNVPWYT,22,Male,83.84272649,71.35048344,B,C,C,D,A,B,B,C,D,A,C,D,C,C,A,D,C,D,B,D,D,B,D,A,D,B,A,C,A,C,C,A,A,A,B,A,B,C,B,C,2.5
ST-53560,EPXFHCU,21,Male,66.56059619,58.5077607,C,B,B,A,B,C,A,C,C,D,B,E,E,A,D,B,A,C,C,E,B,A,D,A,D,B,B,C,A,B,E,E,E,A,D,D,A,B,D,B,2.325
ST-10424,ACAXINQ,22,Male,94.62989355,85.89905693,B,A,B,A,B,A,A,B,A,B,B,A,A,B,B,A,B,A,B,B,B,A,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A,3.575
ST-24167,PQURPEU,25,Male,68.46113689,54.61355469,B,A,A,A,D,E,E,E,D,D,B,C,D,E,A,D,A,D,C,E,B,D,B,D,B,B,A,D,C,E,E,B,A,B,E,E,A,E,E,B,1.988
ST-40994,MVURHQN,26,Male,56.30899938,74.10108376,B,C,D,A,D,C,D,D,B,B,E,E,B,B,B,A,C,A,D,B,E,B,E,D,E,D,E,A,C,E,B,A,D,D,E,C,E,B,B,C,1.962
ST-31134,GOLYFIB,19,Male,92.41914632,74.73761708,C,A,B,A,C,B,A,A,A,B,B,C,C,C,B,B,A,C,A,B,B,A,B,B,B,C,A,B,C,B,B,B,A,A,A,B,C,C,A,A,3.1
ST-57040,PLECCTK,21,Female,72.44509923,71.14638267,B,D,C,C,D,D,B,A,C,D,A,B,C,D,D,B,B,D,C,B,C,C,B,C,A,D,A,B,C,C,D,A,C,A,A,A,A,A,D,D,2.425
ST-53815,UFDPKLY,26,Female,59.87242815,51.75734204,F,D,B,F,F,C,F,C,F,B,D,E,E,C,B,F,C,D,D,C,D,C,D,F,F,F,B,D,C,C,B,F,D,B,E,E,D,F,D,B,1.225
ST-44860,RWJUZBX,22,Male,70.65914177,66.47542012,E,D,C,D,D,D,E,C,A,E,B,E,D,A,C,A,B,B,B,C,A,B,A,E,C,A,A,B,D,D,D,A,B,E,C,D,B,D,C,D,2.1
ST-34107,RDLTCAP,21,Female,95.43286791,88.8942321,B,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,3.325
ST-46033,TORDWIF,22,Male,56.50659926,95.47428346,B,A,D,C,A,A,A,A,B,D,D,D,A,B,C,C,B,C,B,C,D,D,C,A,A,C,B,D,C,C,C,B,B,B,A,A,B,C,A,C,2.625
ST-04466,XDFPSUG,19,Female,73.68947575,68.66202723,D,D,B,C,C,A,B,A,D,C,B,D,C,A,C,B,B,B,D,A,D,B,C,B,B,B,B,D,D,B,A,C,D,D,B,A,C,B,A,A,2.5
ST-97905,WNTPLEZ,20,Female,81.47871057,66.40815396,B,B,B,A,D,D,A,C,D,D,B,C,B,B,B,B,B,B,A,C,C,A,B,B,B,C,C,A,C,B,C,B,C,A,C,C,B,B,C,C,2.625
ST-20820,HZLWHXG,19,Female,91.70066341,76.55115959,B,C,B,C,B,C,B,B,B,B,A,B,C,A,C,A,A,A,C,B,B,C,B,B,A,C,C,C,A,C,B,A,A,A,A,C,A,C,C,C,2.925
ST-79259,OFZMKES,21,Female,75.12371761,82.80363952,B,B,B,C,C,C,A,B,C,D,C,D,D,A,C,C,C,C,D,D,C,D,A,C,B,A,A,B,C,D,D,B,D,A,C,B,A,C,B,D,2.325
ST-71954,XMWWDKH,21,Male,97.04871516,74.48750548,C,B,A,C,A,C,C,B,C,B,C,B,B,A,C,A,A,C,A,B,B,C,C,B,A,B,A,B,B,C,B,A,A,A,C,C,C,A,A,C,2.95
ST-59939,ZZICZGB,24,Male,84.88873332,68.3678685,D,C,C,D,A,C,D,C,A,A,D,D,A,C,A,C,C,C,C,D,A,D,B,D,D,D,A,B,A,C,B,D,A,C,A,A,A,B,B,C,2.45
ST-05304,JEVXWOH,18,Male,60.98799599,99.35921952,A,B,B,C,C,B,B,B,C,B,A,C,C,B,A,B,B,B,C,A,C,B,A,C,B,A,A,B,A,B,A,B,B,A,A,A,C,B,A,C,3.075
ST-05146,PKORGOL,24,Male,88.21923649,73.02377731,A,B,C,B,C,A,B,A,C,A,A,A,A,C,A,A,B,C,C,C,A,C,A,C,B,B,A,B,B,C,B,C,A,B,B,B,B,A,C,C,3.025
ST-63304,QPZGKVF,19,Female,98.17897476,90.3130031,A,A,B,B,B,A,A,B,B,B,B,A,A,B,B,B,B,B,A,B,B,A,A,B,A,B,A,A,B,B,B,A,A,B,A,B,B,B,A,A,3.425
ST-46479,MLAQHQT,18,Male,94.79342096,78.40148248,B,A,A,C,A,B,A,C,B,C,A,C,C,B,A,B,B,C,B,B,A,C,A,A,A,B,A,A,A,B,A,C,C,C,B,A,A,C,A,C,3.125
ST-97535,XOQFANW,25,Female,65.11556156,67.81181379,C,E,C,C,A,E,A,E,B,B,C,D,E,A,A,C,B,B,A,B,E,E,B,A,D,D,B,B,A,C,A,C,B,B,D,E,C,D,B,B,2.312
ST-54343,XXFVHIX,26,Female,78.89856028,60.61045531,A,E,D,A,E,E,B,C,A,E,C,B,D,E,B,D,C,A,D,D,E,C,D,C,C,E,E,C,C,C,B,C,A,A,C,A,D,A,B,E,2.013
ST-24148,JPFOVUL,26,Male,84.88468102,91.05420779,C,B,C,B,C,B,A,B,A,A,C,A,C,A,C,C,A,C,B,B,B,B,A,C,C,A,B,A,A,C,C,B,B,A,A,A,A,B,C,B,3.025
ST-27562,JAXLVLV,25,Male,92.03867105,78.41637665,A,B,A,C,B,C,C,C,B,C,A,B,B,B,A,C,C,B,C,A,A,C,B,A,A,A,C,C,C,B,C,B,B,C,B,C,B,A,B,A,2.9
ST-29965,PGMQSRQ,20,Female,66.20549,82.43295251,A,D,B,D,A,D,C,D,A,A,A,A,A,D,A,C,C,A,D,A,C,D,A,C,C,B,A,B,B,D,C,C,C,D,B,B,A,D,B,D,2.55
ST-15632,MPHJREL,22,Male,51.46052491,66.46965931,F,B,D,C,E,F,C,E,B,B,B,C,B,D,B,E,D,C,D,F,D,D,B,F,B,D,F,B,C,D,F,B,F,C,F,C,F,D,E,C,1.425
ST-42557,XFFRLBR,18,Male,55.54203584,69.58203519,C,D,B,C,A,A,D,D,D,C,A,C,C,C,E,A,E,E,C,C,D,D,A,A,B,D,C,C,E,E,D,C,C,B,C,B,D,C,D,B,1.988
ST-27914,MXGRERE,18,Female,93.28920639,61.87897248,B,D,A,A,B,A,D,C,B,D,C,C,D,A,D,C,D,C,A,B,A,C,C,B,C,A,D,D,A,C,D,D,B,C,B,A,B,A,C,D,2.425
ST-74630,WWCXJJN,25,Male,78.70780294,85.58001061,B,B,C,C,C,B,B,C,A,C,A,A,B,A,A,A,B,C,B,C,B,C,B,C,B,C,A,C,B,B,B,A,A,B,B,B,C,A,C,B,2.925
ST-27157,YGOUEKV,20,Female,97.85595643,93.23662432,A,B,B,B,A,A,A,A,A,B,B,A,B,A,A,A,A,B,A,B,B,B,A,A,A,B,B,B,A,A,A,B,A,B,A,B,B,B,B,A,3.525
ST-73874,YBQUIBJ,18,Female,59.3398273,83.74216732,B,A,B,B,D,A,B,B,D,C,A,B,C,B,D,A,A,B,D,A,B,B,B,C,B,D,D,A,A,D,A,C,D,D,C,A,C,C,B,B,2.625
ST-57340,FNZUZTW,24,Female,95.21278493,52.70581493,C,A,D,C,A,D,A,B,B,A,A,C,A,B,A,B,A,D,B,B,B,A,D,A,A,D,B,C,D,B,D,A,D,C,A,D,C,D,D,D,2.575
ST-70590,VOXKQTT,20,Male,92.46709263,91.40682557,A,A,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B,A,B,B,B,B,B,A,B,B,B,A,A,B,A,A,B,B,3.375
ST-65329,HGMTMRE,18,Male,77.74873373,78.20568185,C,C,B,A,D,D,B,A,A,B,C,C,C,A,B,A,A,C,B,B,A,B,B,B,B,B,C,B,D,A,C,A,C,D,D,B,D,C,C,C,2.625
ST-13269,BVQZAOF,23,Female,87.68416367,99.52634964,A,A,B,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,A,B,B,A,A,B,A,A,B,B,B,A,B,B,B,B,A,A,3.45
ST-76398,VSESUEC,19,Male,67.48706497,97.97805504,A,A,A,C,C,A,C,A,C,B,A,C,C,A,A,C,B,C,A,C,A,A,C,A,C,C,B,C,A,B,A,C,C,B,C,C,B,B,B,A,2.95
ST-70252,ZQWFSVL,19,Female,51.07337676,76.27241675,E,A,D,E,A,B,B,B,B,B,C,D,A,A,E,E,A,E,B,D,E,A,B,D,C,B,A,E,E,E,C,A,B,A,E,E,B,D,B,B,2.212
ST-24348,UJIEQOG,24,Male,77.58741527,92.50543141,C,B,A,A,B,C,A,A,C,C,C,B,A,B,B,A,A,C,A,B,C,A,A,C,C,A,A,C,A,B,A,B,C,A,A,B,B,A,B,C,3.125
ST-28088,UYKHFBU,21,Male,88.23957064,89.30402909,B,C,B,A,C,B,B,A,A,B,B,B,B,C,A,A,B,C,A,B,B,A,A,C,C,C,B,A,B,A,A,B,B,B,A,C,B,B,C,C,3.05
ST-57771,WHMGSUZ,18,Female,70.21490085,82.26882965,C,C,D,D,A,A,C,B,C,C,A,B,A,B,B,D,A,C,A,C,D,C,D,C,D,D,A,B,D,D,B,C,C,D,C,B,A,D,B,B,2.35
ST-89177,HCPLFLI,18,Female,69.43523968,74.7082701,D,A,B,A,C,C,C,B,D,D,C,D,A,A,B,D,B,A,C,A,C,D,B,D,C,C,A,B,D,A,D,A,D,B,C,D,B,C,A,A,2.475
ST-07289,SQTUDBH,22,Male,57.06116129,80.3286263,D,B,B,B,E,B,C,A,E,C,D,D,A,D,A,E,B,E,D,B,C,C,C,E,B,E,D,D,E,B,C,A,C,C,C,C,D,D,A,B,1.988
ST-14201,FGADCXQ,21,Male,94.96031393,63.90126124,A,A,C,D,D,C,A,C,A,A,C,C,A,D,A,C,A,B,D,A,D,D,D,C,B,B,C,D,D,A,C,B,B,A,B,B,C,A,D,D,2.5
ST-35554,YOSDNQK,25,Male,58.03265162,88.20871502,A,B,C,C,C,B,B,B,B,D,D,C,C,B,D,B,B,C,C,A,A,D,B,B,D,A,C,B,C,D,C,B,A,C,A,C,B,C,D,C,2.45
ST-25394,DLVZAVT,18,Male,69.65368829,53.65510217,D,C,B,A,A,C,E,E,D,C,C,B,B,C,A,D,B,A,A,C,D,E,C,A,B,D,B,C,E,A,A,C,B,A,B,E,D,A,B,D,2.362
ST-86361,FSHIZYS,23,Female,51.5578196,56.42007083,E,C,F,D,F,C,D,D,F,B,B,F,C,D,C,B,E,B,F,E,D,F,B,F,F,E,D,C,E,F,E,B,F,C,E,E,D,C,F,D,1.1
ST-15619,FDSPSMZ,20,Female,61.87674516,66.33764472,D,D,A,B,A,C,E,A,C,B,B,C,B,B,A,D,A,E,B,B,B,D,A,D,B,A,D,D,E,E,E,E,C,D,D,D,A,B,D,E,2.112
ST-53221,VEBXVWT,24,Male,81.9211247,50.63689062,D,B,C,B,E,C,A,B,A,B,A,B,A,A,B,A,C,E,E,B,A,D,E,B,D,C,A,E,C,C,D,C,A,D,E,B,D,B,B,E,2.312
ST-85649,LSMVYVT,19,Male,83.51147496,75.22947671,B,A,C,B,C,A,A,C,B,D,D,A,B,A,C,B,D,D,C,A,A,D,A,A,C,B,D,B,B,D,C,A,C,A,D,D,D,C,A,D,2.525
ST-09856,HXWZYJG,25,Male,64.37412872,57.67333498,A,B,B,D,E,A,D,B,E,D,E,C,B,A,E,D,C,D,C,A,B,C,D,E,B,B,D,A,D,D,C,E,B,B,A,B,A,E,E,E,2.038
ST-59156,NNHFQVD,21,Female,70.90049786,95.03782936,C,A,A,A,B,A,B,C,B,B,C,C,C,A,A,B,B,B,B,A,B,A,C,C,A,A,C,C,B,C,A,C,B,C,C,C,B,A,C,C,2.9
ST-55918,FMYUHAN,22,Female,80.22338254,70.54652732,A,D,B,B,C,C,D,C,B,A,B,D,B,A,A,B,A,C,A,B,A,D,D,C,A,B,D,A,D,A,D,D,A,A,A,D,B,D,A,B,2.675
ST-23920,SPBJNSM,24,Male,51.86351557,65.36349904,C,D,D,E,E,C,B,B,C,C,B,C,D,F,F,F,F,C,B,E,C,D,E,F,D,F,B,C,F,E,B,C,C,E,D,D,C,D,B,B,1.425
ST-96700,DDAZXDB,19,Female,65.57054727,92.03333387,A,A,B,C,D,A,D,A,B,B,B,D,A,D,C,A,D,B,D,C,D,A,C,C,D,D,C,A,C,C,B,C,A,C,C,B,A,A,A,B,2.575
ST-93615,JCSSALR,24,Male,82.52567787,62.24532429,A,B,D,A,A,C,C,B,A,B,A,A,C,B,C,A,B,B,C,C,C,C,A,B,D,B,A,B,A,C,D,D,C,C,B,B,B,B,B,D,2.725
ST-66789,SLAUAAD,25,Female,73.64967859,89.25116905,A,A,A,B,A,C,A,C,B,C,B,A,B,C,B,C,A,C,B,C,A,C,A,C,C,A,C,C,C,B,C,B,B,A,A,C,B,C,A,B,2.925
ST-85660,RVJSHOI,23,Male,76.08805963,60.71548875,C,C,B,B,E,C,D,E,E,C,D,B,A,E,D,D,D,D,E,B,C,E,C,A,D,E,B,E,E,B,A,B,E,C,A,C,E,D,E,E,1.688
ST-80980,ODEDPNF,24,Male,94.27485947,95.53467168,A,A,B,A,B,B,A,A,A,A,B,B,B,A,B,B,B,A,B,B,A,B,B,B,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,A,3.55
ST-25487,RTCZUEU,22,Female,89.72530952,86.4121988,B,C,A,C,A,B,B,B,B,A,A,A,A,C,A,C,B,C,A,A,A,B,A,B,C,B,A,A,B,B,C,A,B,B,B,A,A,A,B,B,3.25
ST-77857,EDUQICA,19,Female,72.25782814,74.90032553,D,D,B,C,A,C,C,A,D,C,B,B,D,C,A,D,A,B,D,C,A,B,D,A,B,B,A,B,D,B,A,B,D,D,C,D,C,A,B,C,2.45
ST-05452,OHQGTQX,23,Female,86.94327714,78.42996104,C,A,B,B,A,C,B,C,B,C,B,B,A,C,A,B,C,A,C,B,C,C,C,A,B,C,A,A,B,C,C,C,C,B,B,C,C,A,C,B,2.775
